# Contestprogramm major-city reference points
# Source: Natural Earth 1:110m Cultural Vectors,
# ne_110m_populated_places (public domain,
# naturalearthdata.com/about/terms-of-use) -- fetched 2026-09-12
# from nvkelso/natural-earth-vector (a standard Natural Earth
# mirror). Names are Natural Earth own NAME_DE field (German
# exonyms, e.g. "Wien" not "Vienna") -- matches this app's
# German-language UI throughout. One city per line, tab-separated:
# lon<TAB>lat<TAB>pop_max<TAB>is_capital(0/1)<TAB>name
# 243 cities + 7 operator-added regional hubs (2026-09-12, see below)
25.912	-24.646	208411	1	Gaborone
149.129	-35.283	327700	1	Canberra
-1.527	12.372	1149000	1	Ouagadougou
18.383	43.850	696731	1	Sarajevo
96.117	19.769	930000	1	Naypyidaw
-175.221	-21.139	42620	1	Nukuʻalofa
44.065	9.560	477876	1	Hargeysa
55.450	-4.617	33576	1	Victoria
6.733	0.333	88219	1	São Tomé
-171.739	-13.842	61916	1	Apia
14.515	35.900	368250	1	Valletta
73.500	4.167	112927	1	Malé
35.207	31.778	1029300	1	Jerusalem
-23.517	14.917	113364	1	Praia
-77.350	25.083	227940	1	Nassau
33.367	35.167	224300	1	Nikosia
174.783	-41.300	393400	1	Wellington
105.848	21.035	4378000	1	Hanoi
32.862	39.929	3716000	1	Ankara
19.081	47.502	1679000	1	Budapest
44.205	15.357	2008000	1	Sanaa
26.098	44.435	1942000	1	Bukarest
36.298	33.502	2466000	1	Damaskus
-9.147	38.725	2812000	1	Lissabon
32.532	15.590	4754000	1	Khartum
10.748	59.919	835000	1	Oslo
20.998	52.252	1707000	1	Warschau
125.753	39.021	3300000	1	Pjöngjang
39.266	-6.798	2930000	1	Daressalam
-6.251	53.335	1059000	1	Dublin
-10.800	6.315	1041000	1	Monrovia
101.698	3.169	1448000	1	Kuala Lumpur
-82.366	23.134	2174000	1	Havanna
14.464	50.085	1162000	1	Prag
47.976	29.372	2063000	1	Kuwait
-69.902	18.472	2154000	1	Santo Domingo
-0.219	5.552	2121000	1	Accra
13.180	32.892	2189000	1	Tripolis
34.768	32.082	3112000	0	Tel Aviv-Jaffa
24.932	60.178	1115000	1	Helsinki
12.562	55.681	1085000	1	Kopenhagen
-4.042	5.322	3802000	1	Abidjan
-47.918	-15.781	3716996	1	Brasília
4.331	50.835	1743000	1	Brüssel
90.407	23.725	12797394	1	Dhaka
13.232	-8.836	5172900	1	Luanda
3.049	36.765	3354000	1	Algier
96.165	16.785	4088000	0	Rangun
-122.417	37.769	3450000	0	San Francisco
-104.986	39.741	2313000	0	Denver
-95.342	29.822	4459000	0	Houston
-80.226	25.790	5585000	0	Miami
-84.402	33.832	4506000	0	Atlanta
-87.752	41.832	8990000	0	Chicago
-66.919	10.503	2985000	1	Caracas
30.515	50.435	2709000	1	Kiew
55.278	25.232	1379000	0	Dubai
69.293	41.314	2184000	1	Taschkent
-3.685	40.402	5567000	1	Madrid
6.140	46.210	1240000	0	Genf
18.095	59.353	1264000	1	Stockholm
100.515	13.752	6704000	1	Bangkok
-77.052	-12.046	8012000	1	Lima
-17.475	14.718	2604000	1	Dakar
28.028	-26.168	3435000	0	Johannesburg
4.915	52.352	1031000	1	Amsterdam
-7.618	33.602	3181000	0	Casablanca
126.998	37.568	9796000	1	Seoul
120.980	14.606	11100000	1	Manila
-100.332	25.672	3712000	0	Monterrey
13.400	52.524	3406000	1	Berlin
87.573	43.807	3575000	0	Ürümqi
104.068	30.672	4123000	0	Chengdu
135.458	34.752	11294000	0	Ōsaka
15.313	-4.328	7843000	1	Kinshasa
77.200	28.600	317797	1	Neu-Delhi
77.558	12.972	6787000	0	Bengaluru
23.731	37.985	3242000	1	Athen
44.392	33.341	5054000	1	Bagdad
38.698	9.035	3100000	1	Addis Abeba
51.422	35.674	7873000	1	Teheran
-123.124	49.275	2313328	0	Vancouver
-79.422	43.702	5213000	0	Toronto
-58.399	-34.601	12795000	1	Buenos Aires
69.181	34.519	3277000	1	Kabul
16.365	48.202	2400000	1	Wien
144.973	-37.818	4170000	0	Melbourne
121.568	25.036	6900273	1	Taipeh
174.763	-36.848	1377200	0	Auckland
-118.182	33.992	12500000	0	Los Angeles
-77.011	38.901	4338000	1	Washington
-73.982	40.752	19040000	0	New York City
-0.119	51.502	8567000	1	London
29.008	41.107	10061000	0	Istanbul
46.771	24.643	4465000	1	Riad
18.433	-33.918	3215000	1	Kapstadt
37.614	55.754	10452000	1	Moskau
-99.133	19.444	19028000	1	Mexiko-Stadt
3.390	6.445	9466000	0	Lagos
12.481	41.898	3339000	1	Rom
116.386	39.931	11106000	1	Peking
36.815	-1.281	3010000	1	Nairobi
106.827	-6.172	9125000	1	Jakarta
-74.085	4.598	7772000	1	Bogotá
31.248	30.052	11893000	1	Kairo
121.435	31.218	14987000	0	Shanghai
139.749	35.687	35676000	1	Tokio
72.855	19.019	18978000	0	Mumbai
2.331	48.869	9904000	1	Paris
-70.669	-33.448	5720000	1	Santiago de Chile
88.323	22.497	14787000	0	Kalkutta
-43.227	-22.923	11748000	0	Rio de Janeiro
-46.627	-23.557	18845000	0	São Paulo
151.183	-33.918	4630000	0	Sydney
103.854	1.295	5183700	1	Singapur
114.183	22.307	7206000	0	Hongkong

# --- Operator addition, 2026-09-12: "hauptstädte und wichtige städte,
# prag, brünn, münchen, frankfurt, köln, paris, usw." -- Natural Earth's
# 1:110m scale keeps only one city per mid-sized country (the capital)
# plus the world's biggest megacities, so DACH-region secondary hubs
# that matter for VHF/UHF tropo DX from JN67VV are missing even though
# several outrank countries' own capitals already in this file.
# Coordinates: two independent web lookups per city, agreed within
# ~0.15 deg (see Contestprogramm session notes). Population: the
# official "Metropolregion" (EU metropolitan-region) figure where an
# authority publishes one directly, for the same order-of-magnitude
# scale drawCitiesLayer()'s >=1,000,000 marker-size threshold already
# assumes -- not a strict single definition, since the source cities
# above aren't consistently one definition either.
16.6083	49.1925	730000	0	Brünn
11.575	48.1375	6100000	0	München
8.6822	50.1106	5920000	0	Frankfurt
6.9565	50.9370	3600000	0	Köln
8.5411	47.3744	2100000	0	Zürich
11.0775	49.4539	3610000	0	Nürnberg
9.1785	48.7799	5500000	0	Stuttgart
